people	korean	original
40965	양훈	
40975	이예춘	
40983	한상훈	
40990	이치우	
40997	왕호	
41010	이영호	
41019	이희성	
41023	전숙	
41024	강희주	
41025	최석	
41026	양성원	
41027	정영국	
41028	이난실	
41029	강재일	
41031	박진희	
41032	문철재	
41035	김선미	
41046	연태완	
41059	박동룡	
41068	김을동	
41075	문태선	
41081	정상철	
41082	서권순	
41083	권일정	
41106	추석양	
41111	김주승	
41123	문여송	
41153	홍성민	
41165	홍주희	
41166	신찬일	
41168	이백	
41169	손전	
41170	이설산	
41171	신동욱	
41175	문창길	
41178	유경애	
41179	성명순	
41194	오영화	
41195	박민호	
41197	박달	
41198	박광진	
41199	노평철	
41237	이세룡	
41242	박선희	
41254	박일	
41258	박희진	
41269	김용학	
41287	조인하	
41288	양희	
41289	최수잔나	
41314	문예봉	
41324	김삼화	
41328	양춘	
41334	유장현	
41339	김의상	
41353	조주미	
41362	하용수	
41370	김수안	
41374	최성관	
41383	김진경	
41384	박용호	
41385	문창근	
41386	이숙희	
41387	조영희	
41388	강향숙	
41389	이경아	
41390	윤담이	
41391	정형진	
41392	김완진	
41399	서종환	
41408	한정국	
41441	박태원	
41562	최일	
41602	박종철	
41607	김상배	
41630	김영배	
41689	최종숙	
41730	강민호	
41751	이자영	
41754	윤문섭	
41755	이영옥	
41756	김영숙	
41757	정세근	
41758	박규현	
41760	김일영	
41764	곽은경	
41774	유일문	
41779	이혁수	
41785	이민	
41794	안정현	
41916	김애라	
41919	김경진	
42102	김나희	
42105	신우철	
42106	한국남	
42107	황춘수	
42183	오요섭	
42194	최민희	
42208	임예심	
42233	장승화	
42235	원석	
42263	장 마리 브누아	Jean-Marie Benoit
42322	김영찬	
42382	존 르 메주리어	John Le Mesurier
42394	차은재	
42434	손호균	
42462	이창우	
42463	윤희	
42466	강현주	
42467	박인순	
42468	박중설	
42469	김종칠	
42470	상일환	
42472	김유행	
42473	이승렬	
42498	백송	
42500	장명자	
42501	배상용	
42502	진성원	
42503	김재건	
42504	박희재	
42819	권성덕	
42850	김성룡	
42894	최유진	
43064	소지위	
43308	정미영	
43452	김은희	
43481	김기승	
43495	김원섭	
43505	권순철	
43506	임도완	
43507	김선애	
43517	조정현	
43524	최근제	
43560	이상미	
43706	노경태	
43708	김진화	
43723	존 슈튼	John Sutton
43788	엘리자베스 휘트크래프트	Elizabeth Whitcraft
43897	마리 버크	Marie Burke
43898	알도 샘브렐	Aldo Sambrell
44087	그레고리 라토프	Gregory Ratoff
44107	루이지 코멘치니	Luigi Comencini
44159	조 배질	Joe Basile
44211	박미영	
44407	돌로레스 모란	Dolores Moran
44408	월터 주로비	Walter Szurovy
44409	쉘든 레너드	Sheldon Leonard
44410	가비노 디에고	Gabino Diego
44431	김희령	
44471	프랭크 퍼스	Frank Pesce
44472	라울 줄리아-레비	Raul Julia-Levy
44473	줄리 로트	Julie Lott
44474	로비 로빈슨	Robby Robinson
44498	머레이 멜빈	Murray Melvin
44552	키타무라 유키야	Kitamura Yukiya
44669	로이 젠슨	Roy Jensen
44904	김현주	
44926	로즈매리 리치	Rosemary Leach
44989	카민 포레스타	Carmine Foresta
45045	토오노 나기코	Nagiko Tono
45046	츠미키 미호	Miho Tsumiki
45047	카와이 미치코	Michiko Kawai
45087	레버런드 윌리엄 오말리	Reverend William O'Malley
45088	지나 페트러쉬카	Gina Petrushka
45089	로버트 시먼즈	Robert Symonds
45090	아서 스토치	Arthur Storch
45091	레버런드 토머스 버밍햄	Reverend Thomas Bermingham
45092	바시리키 마리아로스	Vasiliki Maliaros
45094	월레스 루니	Wallace Rooney
45141	줄리안 오차드	Julian Orchard
45152	코스기 요시오	Yoshio Kosugi
45153	코도 코쿠텐	Kokuten Kodo
45159	센고쿠 노리코	Noriko Sengoku
45169	시미즈 겐	Gen Shimizu
45171	키무라 이사오	Isao Kimura
45274	조안 그린우드	Joan Greenwood
45276	존 샐류	John Salew
45343	멤모 카로테누토	Memmo Carotenuto
45405	제프 코엔	Jeff Cohen
45452	메리 마가렛 흄즈	Mary-Margaret Humes
45552	스파이크 밀리건	Spike Milligan
45663	윌리엄 T. 듀췐도프	William T. Deutschendorf
45664	헨리 J. 뒤첸도프 2세	Henry J. Deutschendorf II
45759	양미희	
45765	이원용	
45771	신일선	
45845	피터 스펠로스	Peter Spellos
45862	스테판 페라라	Stephane Ferrara
45909	트레이시 세비지	Tracie Savage
45910	제프리 로저스	Jeffrey Rogers
45911	래리 제너	Larry Zerner
45912	레이첼 하워드	Rachel Howard
45915	에리치 앤더슨	Erich Anderson
45916	카밀라 모어	Camilla More
45994	최연수	
46047	폴 미케일	Paul Micale
46089	존 P. 피네건	John P. Finnegan
46129	조성제	
46235	베리 크뢰거	Berry Kroeger
46238	다이안느 애보트	Diahnne Abbott
46359	최현미	
46361	홍춘길	
46405	핸스포드 로우	Hansford Rowe
46415	코리 피셔	Corey Fischer
46417	리 안소니	Lee Anthony
46558	파노스 파라도풀로스	Panos Papadopulos
46595	전혜성	
46825	앙드레 라콤베	Andre Lacombe
47049	츠시마 케이코	Keiko Tsushima
47279	민혜주	
47507	해리 코딩	Harry Cording
47508	헨리 아메타	Henry Armetta
47602	제임스 뱃지 데일	James Badge Dale
47635	이영욱	
47674	츠치야 쿠미코	Kumiko Tsuchiya
47810	브라이언 프링글	Bryan Pringle
47873	에모리 배스	Emory Bass
47874	캐롤 웰즈	Carole Wells
47875	배리 마이크린	Barry Michlin
47952	살바토레 카스치오	Salvatore Cascio
47953	안토넬라 아틸리	Antonella Attili
47954	레오 굴로타	Leo Gullotta
47955	아그네즈 나노	Agnese Nano
47956	타노 시마로사	Tano Cimarosa
47957	니콜라 디 핀토	Nicola Di Pinto
47958	로버타 레나	Roberta Lena
47959	니노 테르조	Nino Terzo
47964	셔키 그린	Shecky Greene
47993	사카이 사치오	Sachio Sakai
47994	오가와 토라노스케	Toranosuke Ogawa
47995	야마모토 렌	Ren Yamamoto
48116	도널드 오브라이언	Donald O'Brien
48135	베니토 스테파넬리	Benito Stefanelli
48213	디모스 스타레니오스	Dimos Starenios
48231	카리즈 버크	Carlease Burke
48270	미미 깁슨	Mimi Gibson
48283	제임스 베스트	James Best
48354	로버트 치담	Robert Cheetham
48355	제프리 베스트	Geoffrey Best
48356	서야 파텔	Surya Patel
48776	돌로레스 세이지	Dolores Sage
48777	조지 벅	George Buck
48779	제임스 산티니	James Santini
48780	모드 윈체스터	Maud Winchester
48820	잭 라일리	Jack Riley
48992	오미경	
49197	진희진	
49345	이은석	
49638	최삼	
49873	김진태	
50035	김남화	
50138	레옹 포치	Po-Chih Leong
50143	진 그로스	Gene Gross
50192	표트르 마모노프	Pyotr Mamonov
50193	표오트르 자첸코	Pyotr Zajchenko
50194	블라디미르 카쉬푸르	Vladimir Kashpur
50195	나탈리아 콜야카노바	Natalya Kolyakanova
50196	세르게이 가자로프	Sergey Gazarov
50197	예브게니 거차코프	Yevgeni Gerchakov
50198	드미트리 프리고프	Dmitri Prigov
50199	이고르 조로토비츠키	Igor Zolotovitsky
50206	김추월	
50245	마릴린 소콜	Marilyn Sokol
50270	밈지 파머	Mimsy Farmer
50306	로버트 플레밍	Robert Flemyng
50440	조이스 콤프턴	Joyce Compton
50654	게일 매티어스	Gail Matthius
50785	미셀 존스톤	Michelle Johnston
50800	로얄 언더우드	Loyal Underwood
50839	로버트 네빈	Dr. Robert Nevin
51074	주일몽	
51078	김대현	
51202	최윤진	
51333	김우빈	
51604	서원섭	
51716	진 할로우	Jean Harlow
51735	히다리 보쿠젠	Bokuzen Hidari
51868	토미 피터슨	Tommy Petersen
52123	신은정	
52407	매기 와그너	Maggie Wagner
52488	윌리엄 와이즈	William Wise
52505	뤄루이	Alexander Lou
52666	조디 벤슨	Jodi Benson
52688	리디아 레이	Lydia Lei
52697	나정옥	
52803	쉘리 버치	Shelly Burch
52907	정치화	
52935	마이클 브레빈스	Michael Blevins
52936	야밀 보게스	Yamil Borges
52937	잔 갠 보이드	Jan Gan Boyd
52938	샤론 브라운	Sharon Brown
52939	그렉 버게	Gregg Burge
52940	캐머런 잉글리쉬	Cameron English
52941	니콜 포시	Nicole Fosse
52942	팜 클린거	Pam Klinger
52943	테렌스 만	Terrence Mann
52944	찰스 맥고완	Charles McGowan
52953	저스틴 로스	Justin Ross
52954	브레인 세비지	Blane Savage
52955	맷 웨스트	Matt West
52956	팻 맥나마라	Pat McNamara
52982	케이트 버논	Kate Vernon
53250	박경숙	
53284	린자오	Kau Lam
53490	김지현	
53802	챈탤 노워스	Chantal Neuwirth
53890	장동일	
53908	홍종현	
54043	장순자	
54093	김형철	
54096	박진경	
54097	이금석	
54098	신탁	
54099	박동우	
54100	유효진	
54102	김동만	
54103	권재용	
54104	정규영	
54105	최호정	
54106	이영길	
54107	이완희	Lee Wan-hui
54108	조영이	
54109	오명록	
54110	마도식	
54111	박노철	
54112	전해남	
54113	박상배	
54114	이난희	
54115	박난희	
54168	문종금	
54175	최두열	
54187	김다혜	
54188	조철	
54191	심상천	
54207	LA 김	
54222	박남정	
54279	남영미	
54377	염복순	
54392	홍명구	
54469	양혜산	
54525	신성하	
54540	신종섭	
54545	엘사 마티넬리	Elsa Martinelli
54552	주용만	
54612	예진	
54645	차재홍	
54658	김미현	
54709	박희우	
54737	이충범	
55176	맹찬재	
55264	정운봉	
55279	류융	Lau Wing
55280	박연주	
55284	정혜승	
55312	국우종	
55504	손은주	
55522	오영미	
55575	이정열	
55790	에그니에즈카 와그너	Agnieszka Wagner
55797	데일 이시모토	Dale Ishimoto
55961	황배기	
56144	곽정희	
56214	최유라	
56420	에릭 보웬	Erick Bowen
56421	한스 스트라이덤	Hans Strydom
56422	앤드류 디브	Andrew Dibb
56452	진성	
56471	다니엘 트러히티	Daniel Truhitte
56472	포티아 넬슨	Portia Nelson
56473	노마 바든	Norma Varden
56474	길크리스트 스튜어트	Gilchrist Stuart
56475	에바든 베이커	Evadne Baker
56628	리키 넬슨	Ricky Nelson
56629	존 러셀	John Russell
56635	에스텔리타 로드리게즈	Estelita Rodriguez
56637	카를로스 리바스	Carlos Rivas
56743	최인규	
56905	전옥	
56929	유계선	
56941	주인규	
56950	왕평	
56960	남궁운	
56963	장일성	
56964	정산석	
57052	최용팔	
57153	서학	
57213	오혜민	
57217	김윤재	
57239	심재덕	
57247	이재영	
57268	곽종섭	
57272	지영호	
57275	송상은	
57381	전범수	
57385	신현배	
57388	신이현	
57389	박영철	
57400	박규식	
57402	진여진	
57424	탕진업	
57443	장국주	Chang Kuo-Chu
57465	전영주	
57481	정주현	
57647	이향자	
57798	조인선	
57821	윤지원	
57869	전영민	
57918	윤발	Wan Faat
58050	임진택	
58183	최지숙	
58360	정동	
58366	황수당	
58472	버디 해킷	Buddy Hackett
58543	클로렌스 내쉬	Clarence Nash
58638	러셀 힉스	Russell Hicks
58643	조라 램퍼트	Zohra Lampert
58659	올린 하랜드	Olin Howland
58664	짐 코리	Jim Corey
58667	에타 맥다니엘	Etta McDaniel
58797	윌 라이언	Will Ryan
58800	썰 라벤스크로프트	Thurl Ravenscroft
58810	팻 캐럴	Pat Carroll
59229	이려진	
59490	신태양	
59491	정선진	
59492	천재원	
59493	이은우	
59496	이형걸	
59804	대니 리마	Danny Lima
59896	유진 팔렛	Eugene Pallette
59900	콜린 케니	Colin Kenny
59901	레스터 매튜스	Lester Matthews
59906	앤 넬슨	Ann Nelson
60322	오스굿 퍼킨스	Osgood Perkins
60323	C. 헨리 고든	C. Henry Gordon
60324	퍼넬 프랫	Purnell Pratt
60325	이네즈 파랜지	Inez Palange
60328	밀튼 프롬	Milton Frome
60335	조지 챈들러	George Chandler
60339	조지 밀란	George Milan
60354	에드먼드 브리즈	Edmund Breese
60362	에디 베이커	Eddie Baker
60363	보비 바버	Bobby Barber
60539	지나 마스트로지아코모	Gina Mastrogiacomo
60543	오-랜 존스	O-Lan Jones
60773	시마자키 유키코	Yukiko Shimazaki
60916	레이몽 펠르그랭	Raymond Pellegrin
60942	장 앙드레 피쉬	Jean-Andre Fieschi
60943	장 루이 코몰리	Jean-Louis Comolli
60949	베티 슈나이더	Betty Schneider
61033	심우창	
61224	후지키 유	Yu Fujiki
61322	우윤아	
61323	유민	
61327	안대욱	
61376	김복희	
61453	리처드 커녹	Richard Curnock
61454	닐 비펀드	Neil Vipond
61455	아비바 막크스	Aviva Marks
61869	웨인 파이그램	Wayne Pygram
61985	강흔연	
62283	존 세바스찬	John Sebastian
62441	이정후	
62662	폴 길버트	Paul Gilbert
62677	진 맥	Gene Mack
62989	리하이성	Hoi San Lee
63756	폴라 니콜스	Paula Nichols
63761	B.J. 바리	B.J. Barie
63801	제인 호프만	Jane Hoffman
63918	콘라드 E. 팰미사노	Conrad E. Palmisano
64010	루이즈 소렐	Louise Sorel
64013	제니 설리반	Jenny Sullivan
64197	혜천사	
64218	리젠성	Chris Lee
64222	현지혜	
64246	백표	
64248	침로	
64253	양지경	
64254	왕청하	
64267	남내재	
64268	고가로	
64273	차이란	
64296	이준걸	
64313	장다오하이	Benz Kong To-Hoi
64347	양가인	Leung Kar Yan
64354	맥가	
64363	예광	
64497	계천생	
64504	대지위	
64532	이원패	Conan Lee
64533	방강	
64547	정강업	
64549	유관위	Ricky Lau
64881	양설의	
64915	정명선	
64916	진예연	
64917	오복성	
64918	황만	
64920	형영탁	
64923	가준웅	
64935	백인	
65022	장오랑	
65048	능한	
65049	왕옥환	
65089	장화	
65090	향화승	
65095	양사호	
65104	주강	
65199	서하	
65570	태산	
65606	우노 코지	Koji Uno
65824	로몰로 발리	Romolo Valli
66012	정수일	
66014	미기	
66017	주두	
66024	양보정	
66025	가사봉	
66026	엽하리	
66027	채일걸	
66028	차보라	
66029	주윤견	
66031	상관옥	
66032	임민총	
66033	여강권	
66035	천다광	Chan Daat Gong
66036	이패령	
66037	진세등	
66038	채일지	
66039	서광림	
66040	이문태	
66043	왕위	
66044	진적극	
66377	장한	
66378	소애	
66379	강수경	CHIANG Hsiu Chiung
66380	왕연	
66381	왕백삼	
66382	왕야민	
66384	예숙군	
66385	양정이	
66386	임홍명	
66387	진상기	
66399	임만장	
66445	유창국	
66686	돈 아멘돌리아	Don Amendolia
66838	존 홀리스	John Hollis
67197	김영기	
67202	도키토 사부로	Tokito Saburo
67230	김영림	
67232	오덕	
67789	노업미	
67801	왕청	
67808	모돈불	
67915	카토 타카유키	Takayuki Kato
68174	최화섭	
68175	박만규	
68176	채문성	
68177	서채영	
68561	방덕모	
68562	김형영	
68836	박은하	
68842	마리아 이	
69726	코린 마르샹	Corinne Marchand
69889	엄도율	
69890	황의식	
69891	임유남	
69892	서윤정	
69893	서평식	
70089	신진희	
70099	민희	
70154	양재원	
70155	김홍태	
70167	류한진	
70269	마이클 하벡	Michael Habeck
70764	자크 세르나스	Jacques Sernas
70819	패트리샤 메디나	Patricia Medina
70832	랄로 리오스	Lalo Rios
70834	셀머 잭슨	Selmer Jackson
70843	마이크 마주키	Mike Mazurki
70847	프리츠 펠드	Fritz Feld
70849	조나단 홀	Jonathan Hole
70852	가브리엘 틴티	Gabriele Tinti
70854	리 메리웨더	Lee Meriwether
70855	제임스 랜피어	James Lanphier
70859	칼 스웬슨	Karl Swenson
70931	유은진	
70959	김일란	
71082	마크 넬슨	Mark Nelson
71154	커트 야그지언	Kurt Yaghjian
71156	켈리 하몬	Kelly Harmon
71157	니나 반 팰랜트	Nina Van Pallandt
71193	윌리엄 로에릭	William Roerick
71196	존 라이언	John Ryan
71218	셰릴 스미스	Cheryl Smith
71743	톰 콘웨이	Tom Conway
72285	우청	
72293	웅광당	
72660	쟈끄 세일러	
72661	쟝 마리 퐁본느	
72662	마리엔 루와이엥	
72663	니나 윤자 프로인트	
72664	후앙 피레스 라모스	
72665	펠릭스 라이버	
72666	마리엘렌 최	
72775	마틴 가라라가	Martin Garralaga
72940	허버트 러들리	Herbert Rudley
72968	리처드 프레이저	Richard Fraser
72980	휘튼 챔버스	Wheaton Chambers
73056	몬트 블루	Monte Blue
73059	존 로리	John Laurie
73071	리처드 워프	Richard Whorf
73113	루실 왓슨	Lucile Watson
73150	퀴니 레너드	Queenie Leonard
73887	장희진	
74130	메이 롭슨	May Robson
74717	브루스 맥피	Bruce McFee
75140	여유혜	
75320	하패아	
75445	조지 미더	George Meader
75451	어니스트 코사트	Ernest Cossart
76524	톰 스프라틀리	Tom Spratley
76968	이선혜	
76969	윤병희	
76970	최명덕	
77874	테리 사운더스	Terry Saunders
77875	렉스 톰슨	Rex Thompson
77877	제롬 로빈스	Jerome Robbins
77994	니콜라스 스미스	Nicholas Smith
78975	신수분	
79128	쿠사카리 마사오	Kusakari Masao
79238	매리 영	Mary Young
79999	이학재	
80645	J. 패트릭 맥나마라	J. Patrick McNamara
80950	조이스 불리판트	Joyce Bulifant
80952	조 세이스만	Joe Theismann
81065	보라지 바데조	Bolaji Badejo
81066	헬렌 호튼	Helen Horton
81105	루디 드 루카	Rudy De Luca
81143	에드가 케네디	Edgar Kennedy
81685	빌 로버츠	Bill Roberts
81686	폴 새터필드	Paul Satterfield
81695	루 펠더	Lou Felder
81879	아르노 지오바니네티	Arnaud Giovaninetti
81893	클로렌스 윌슨	Clarence Wilson
81895	보딜 로싱	Bodil Rosing
81966	노아 헤서웨이	Noah Hathaway
82017	딘 홀	Dean Hall
82024	존 데이비슨	John Davidson
82236	빌리 길버트	Billy Gilbert
82303	정패	
82324	쿠사부에 미츠코	Mitsuko Kusabue
82326	타타라 준	Jun Tatara
82352	우츠이 켄	Ken Utsui
82553	타카하라 토시오	Toshio Takahara
82557	히로세 쇼이치	Shoichi Hirose
83840	미셀 지라르동	Michele Girardon
84204	장봉익	
84218	톰 브러프	Tom Troupe
84377	이동수	
84929	조지 샤퍼슨	George Sharperson
85201	데니스 하워드	Dennis Howard
85228	박준금	
86103	에바 카델	Ava Cadell
86161	양수정	
86412	피터 핵키스	Peter Hackes
86413	에드 휠러	Ed Wheeler
86503	휴 헤프너	Hugh M. Hefner
86512	밥 하스팅스	Bob Hastings
86513	에릭 L. 넬슨	Erik L. Nelson
86935	빌리 버드	Billie Bird
86960	베로니크 벤델	Veronique Vendell
87170	버나드 에디슨	Bernard Addison
87330	어선시온 온티버로스	Asuncion Ontiveros
87331	알레한드로 모야	Alejandro Moya
87334	다니엘 버리건	Daniel Berrigan
87450	켄 클락	Ken Clark
87611	브라이언 오쇼네시	Brian O'Shaughnessy
87746	프랭크 디레오	Frank DiLeo
87747	줄리 가필드	Julie Garfield
87755	헤니 영맨	Henny Youngman
87822	디애너 올리버	Deanna Oliver
88169	데이비스 로버츠	Davis Roberts
88170	벳티 콜	Betty Cole
88171	윌리엄 랜토	William Lanteau
88176	윌리엄 셀프	William Self
88351	마차 메릴	Macha Meril
88618	피터 넬슨	Peter Nelson
88754	노사연	
89142	로이스 월레스	Royce Wallace
89469	벨린다 몽고메리	Belinda Montgomery
89571	타이 하딘	Ty Hardin
89572	바바라 워리	Barbara Werle
89573	워너 피터스	Werner Peters
89786	앤디 밀러	Andy Milder
89883	마크 로버츠	Mark Roberts
90027	라우타로 무루아	Lautaro Murua
90132	머릴린 갠	Merrilyn Gann
90209	프란시스 데이드	Frances Dade
90210	조엔 스탠딩	Joan Standing
90211	찰스 K. 제라드	Charles K. Gerard
90232	페네로피 호너	Penelope Horner
90233	머레이 브라운	Murray Brown
90249	로이 홀더	Roy Holder
90579	댄 그린버그	Dan Greenburg
90716	지오건 존슨	Georgann Johnson
91012	월리 앨브라이트	Wally Albright
92220	마이클 던	Michael Dunn
92238	진 레이몬드	Gene Raymond
92259	허브 버그랜	Herb Vigran
93195	존 베넷 페리	John Bennett Perry
93209	펠레 베네가아르드	Pelle Hvenegaard
93210	에릭 파아스케	Erik Paaske
93212	아스트리드 빌라우메	Astrid Villaume
93213	모튼 예르겐센	Morten Jorgensen
93278	사토 켄타	Kenta Sato
93483	밥 모건	Bob Morgan
93802	임수령	
93931	정인	
94219	조엔 마쉬	Joan Marsh
94253	O.Z. 화이트헤드	O.Z. Whitehead
94273	도널드 커티스	Donald Curtis
94275	해리 텐브룩	Harry Tenbrook
94393	조나단 헤일	Jonathan Hale
94624	팻 라이언	Pat Ryan
94657	티나 터너	Tina Turner
94689	오시다 레이코	Reiko Oshida
94786	모린 맥거번	Maureen McGovern
94846	숀 맥클로리	Sean McClory
94848	월터 D. 엘러스	Walter D. Ehlers
94873	마르티나 데이그넌	Martina Deignan
94882	프리다 잭슨	Freda Jackson
94927	토니 퀸	Tony Quinn
94929	프랭크 오코너	Frank O'Connor
94938	샘 해리스	Sam Harris
94949	프란시스 포드	Francis Ford
94953	클라렌스 뮤즈	Clarence Muse
94956	트레버 바뎃	Trevor Bardette
94958	핼 베이러	Hal Baylor
94972	러스 클리포드	Ruth Clifford
94973	짐 소프	Jim Thorpe
94977	마이클 듀건	Michael Dugan
94978	잭 커티스	Jack Curtis
94986	제피 티버리	Zeffie Tilbury
94987	스펜서 차터스	Spencer Charters
94988	해리 타일러	Harry Tyler
94999	버튼 처칠	Berton Churchill
95017	프란시스 맥도널드	Francis McDonald
95044	메리 서보스	Mary Servoss
95078	찰스 미들턴	Charles Middleton
95080	리처드 알렉산더	Richard Alexander
95138	할리 코켈리스	Harley Cokeliss
95194	로버트 멧칼프	Robert Metcalfe
95219	노가와 유미코	Yumiko Nogawa
95517	야마가타 이사오	Isao Yamagata
96074	에비 마란디	Evi Marandi
96298	주아니타 홀	Juanita Hall
96299	러스 브라운	Russ Brown
96300	잭 멀러니	Jack Mullaney
96301	캔데이스 리	Candace Lee
96302	워렌 시이	Warren Hsieh
96303	톰 러플린	Tom Laughlin
96304	프란시스 카헤일	Francis Kahele
96374	허크 하비	Herk Harvey
96397	노엘 윌맨	Noel Willman
96425	테리 브래드쇼	Terry Bradshaw
96534	옹정정	
96546	월레스 워슬리	Wallace Worsley
96633	마이크 고메즈	Mike Gomez
96634	로드니 힐	Rodney Hill
96635	피터 코치	Peter Koch
96869	버트 머스틴	Burt Mustin
96938	모리 미츠코	Mitsuko Mori
97221	러셀 손다이크	Russell Thorndike
97312	로이 에머턴	Roy Emerton
97683	데이빗 로빈슨	David Robinson
97697	데이빗 피터슨	David Petersen
97698	크레이그 휴스턴	Craig Huston
97699	패트릭 스택크	Patrick Stack
97700	레이먼드 스탬	Raimund Stamm
97701	얼 클레인	Earl Klein
97702	대니 워즈나	Danny Wozna
97773	아발론 앤더스	Avalon Anders
97808	로버트 필즈	Robert Fields
98008	피터 프리쳇	Peter Frechette
98079	록우드 웨스트	Lockwood West
98128	몰트리 켈샐	Moultrie Kelsall
98129	깁 맥러플린	Gibb McLaughlin
98169	톰 런던	Tom London
98194	제리 버노	Jerry Verno
98213	스탠리 브리스톤	Stanley Blystone
98492	존 키즈밀러	John Kitzmiller
98494	피터 버튼	Peter Burton
98537	홈즈 허버트	Holmes Herbert
98864	타케다 타카토시	Takatoshi Takeda
98968	국미	
99227	바바라 빌링슬리	Barbara Billingsley
99246	데이빗 번스	David Burns
99249	찰스 넬슨 레일리	Charles Nelson Reilly
99268	디나 디트리히	Dena Dietrich
99271	데브라리 스콧	Debralee Scott
99277	노버트 쉴러	Norbert Schiller
99493	스타포드 렙	Stafford Repp
99512	찰스 태넌	Charles Tannen
99513	케네스 패터슨	Kenneth Patterson
99616	헌터 본 리어	Hunter von Leer
99621	낸시 스티븐스	Nancy Stephens
99624	앨런 하프렉	Alan Haufrect
99646	스타포드 모건	Stafford Morgan
99652	유진 잭슨	Eugene Jackson
99668	제니퍼 애슐리	Jennifer Ashley
99670	매 E. 캠벨	Mae E. Campbell
100210	배윤진	
100303	아트 플레밍	Art Fleming
100305	톰 로스쿠이	Tom Rosqui
100356	피터 벤	Peter Behn
100360	팀 데이비스	Tim Davis
100361	하디 엘브라이트	Hardie Albright
100362	스탠 알렉산더	Stan Alexander
100363	텔마 보드맨	Thelma Boardman
100364	마리온 다링턴	Marion Darlington
100365	도니 듀나건	Donnie Dunagan
100542	알프레드 데니스	Alfred Dennis
100659	리 퍼셀	Lee Purcell
100686	쏘리 월터스	Thorley Walters
100696	바질 디냠	Basil Dignam
100742	앤드류 폴즈	Andrew Faulds
101146	프레드 켈시	Fred Kelsey
101158	해리 헤이든	Harry Hayden
101676	데이비슨 클락	Davison Clark
102012	조엘 폴리스	Joel Polis
102196	해리 크로스비	Harry Crosby
102306	조이 방	Joy Bang
102308	카즈 가라스	Kaz Garas
102348	가브리엘 보로그나	Gabriel Bologna
102838	웬디 반 리에슨	Wendy Van Riesen
102863	모리스 카노브스키	Morris Carnovsky
103163	안소니 해밀턴	Antony Hamilton
103323	토머스 카	Thomas Carr
103341	릭 허스트	Rick Hurst
103591	마이클 프레스턴	Michael Preston
103592	에밀 민티	Emil Minty
103600	애덤 콕번	Adam Cockburn
103601	안젤로 로시토	Angelo Rossitto
103602	엔그리 앤더슨	Angry Anderson
103605	조지 오길비	George Ogilvie
103875	유지니 베서러	Eugenie Besserer
103878	리처드 터커	Richard Tucker
103934	몰리 픽콘	Molly Picon
103988	멕스 젠킨스	Megs Jenkins
104122	R. 에멧 피츠시몬스	R. Emmett Fitzsimmons
104209	낸시 월커	Nancy Walker
104221	데니스 올리비에리	Dennis Olivieri
104345	도널드 픽커링	Donald Pickering
104484	타지 마할	Taj Mahal
104608	나이젤 패트릭	Nigel Patrick
104776	루드밀라 사벨리에바	Lyudmila Savelyeva
104800	리 브라이언트	Lee Bryant
105076	메이 멜란콘	Mei Melancon
105177	허버트 에반스	Herbert Evans
105186	프랭크 윌콕스	Frank Wilcox
105193	G. 팻 콜린스	G. Pat Collins
105355	마저리 채핀	Margery Chapin
105671	디디에르 사우베그라인	Didier Sauvegrain
105701	팀 콘웨이	Tim Conway
105703	자니 유니타스	Johnny Unitas
105794	마이클 버게스	Michael Burgess
106003	츠카사 요코	Yoko Tsukasa
106155	케이 호트리	Kay Hawtrey
106256	모리스 아겐트	Maurice Argent
106315	패트릭 뉴웰	Patrick Newell
106350	엘비 무어	Alvy Moore
106412	찰리 브릭스	Charlie Briggs
106439	파멜라 커랜	Pamela Curran
106451	이본 드 카를로	Yvonne De Carlo
106461	다니엘라 로카	Daniela Rocca
106519	리처드 네이	Richard Ney
106522	헤이든 로크	Hayden Rorke
106737	존 애봇	John Abbott
106823	로즈메리 덱스터	Rosemary Dexter
106839	윌리엄 덱스터	William Dexter
106856	헨리 B. 월탈	Henry B. Walthall
106875	낸시 사보카	Nancy Savoca
106959	리처드 베넷	Richard Bennett
107591	리처드 리치	Richard Leech
107670	마이클 마크	Michael Mark
107699	데이빗 코프만	David Kaufman
107780	그렉 월커	Greg Walker
107790	에버렛 글래스	Everett Glass
107849	울프 모리스	Wolfe Morris
107893	데보라 뉴만	Deborah Neumann
107894	라퀠 게비아	Raquel Gavia
107909	에이미 라이델	Amy Rydell
107932	에디스 필즈	Edith Fields
107993	유지영	
108151	폴 호비거	Paul Horbiger
108152	언스트 도이치	Ernst Deutsch
108153	에리히 폰토	Erich Ponto
108154	시그프리드 브로이어	Siegfried Breuer
108155	헤드윅 블레이브트류	Hedwig Bleibtreu
108223	루옌	Lisa Lu
108327	오브리 모리스	Aubrey Morris
108354	패디 에드워즈	Paddi Edwards
108355	제이슨 마린	Jason Marin
108530	밥 오위그	Bob Orwig
109075	샌디 헬버그	Sandy Helberg
109078	J.J. 베리	J.J. Barry
109874	댄 다이아먼트	Dan Diament
109875	까뜨린 솔라	Catherine Sola
109876	마우로 마체티	Mauro Marchetti
110034	조 E. 브라운	Joe E. Brown
110051	안토니오 피에르페데리치	Antonio Pierfederici
110055	조지 페트리	George Petrie
110061	더글러스 딕슨	Douglas Dirkson
110062	린 마타	Lynne Marta
110066	마이클 텔몬트	Michael Telmont
